order_id,restaurant_id,order_date,revenue,delivery_time,customer_rating
6127,1002,2024-05-17,171.66,50,4.8
6128,1002,2024-04-17,131.49,22,4.7
6129,1002,2024-04-27,140.98,33,2.7
6130,1002,2024-06-06,108.46,52,3.4
6131,1002,2024-01-14,55.86,20,3.8
6132,1002,2024-01-13,185.89,45,3.2
6133,1002,2024-01-06,188.65,28,3.8
6134,1002,2024-05-12,145.67,32,3.5
6135,1002,2024-04-02,112.38,46,2.6
6136,1002,2024-01-23,88.9,53,2.5
6137,1002,2024-03-03,135.56,59,4.4
6138,1002,2024-05-16,186.22,25,4.1
6139,1002,2024-05-10,103.13,57,3.5
6140,1002,2024-03-26,169.43,39,3.2
6141,1002,2024-03-10,137.54,33,4.3
6142,1002,2024-05-06,114.52,23,4.9
6143,1002,2024-06-18,117.12,31,3.9
6144,1002,2024-02-10,148.39,34,3.9
6145,1002,2024-01-12,128.35,59,4.8
6146,1002,2024-05-16,199.98,52,4.4
6147,1002,2024-05-27,86.53,50,3.6
6148,1002,2024-04-24,151.16,44,4.1
6149,1002,2024-01-07,79.02,41,4.5
6150,1002,2024-01-10,150.93,54,4.7
6151,1002,2024-02-25,112.76,39,4.0
6152,1002,2024-05-11,102.96,23,4.9
6153,1002,2024-03-17,53.73,24,3.8
6154,1002,2024-04-21,140.28,59,2.6
6155,1002,2024-06-23,89.51,21,3.7
6156,1002,2024-05-10,121.75,34,4.0
6157,1002,2024-04-04,141.36,21,5.0
6158,1002,2024-06-04,179.95,26,3.8
6159,1002,2024-03-15,134.19,53,4.7
6160,1002,2024-02-24,86.02,22,4.6
6161,1002,2024-02-13,102.13,42,2.9
6162,1002,2024-05-15,178.09,56,4.8
6163,1002,2024-01-10,179.01,59,3.6
6164,1002,2024-01-02,156.34,48,4.4
6165,1002,2024-05-04,194.04,27,2.6
6166,1002,2024-05-20,48.13,22,3.4
6167,1002,2024-03-28,193.88,37,2.8
6168,1002,2024-01-03,64.28,46,4.8
6169,1002,2024-06-04,199.01,29,2.7
6170,1002,2024-02-22,127.48,32,3.8
6171,1002,2024-01-31,98.35,25,3.1
6172,1002,2024-02-03,137.32,33,2.9
6173,1002,2024-03-11,193.25,30,4.1
6174,1002,2024-02-09,118.98,39,4.9
6175,1002,2024-04-18,79.82,33,3.1
6176,1002,2024-03-19,198.3,30,4.9
6177,1002,2024-04-25,153.16,58,4.4
6178,1002,2024-06-12,159.24,26,4.0
6179,1002,2024-02-21,86.68,48,2.8
6180,1002,2024-05-19,173.69,31,4.8
6181,1002,2024-04-04,64.95,28,3.0
6182,1002,2024-01-27,191.78,42,2.8
6183,1002,2024-01-26,196.17,41,3.2
6184,1002,2024-06-11,120.29,48,3.9
6185,1002,2024-06-04,112.66,53,3.6
6186,1002,2024-04-08,112.96,36,2.6
6187,1002,2024-06-07,31.6,44,2.8
6188,1002,2024-03-09,66.8,44,4.2
6189,1002,2024-03-04,172.83,21,3.8
6190,1002,2024-03-01,61.03,24,2.8
6191,1002,2024-03-26,32.61,31,4.4
6192,1002,2024-03-16,145.72,52,3.5
6193,1002,2024-01-23,138.05,39,2.7
6194,1002,2024-02-25,91.03,42,3.7
6195,1002,2024-05-14,76.17,25,3.2
6196,1002,2024-04-26,78.68,35,3.4
6197,1002,2024-05-23,185.06,53,4.1
6198,1002,2024-03-22,114.77,50,4.4
6199,1002,2024-04-08,167.84,34,3.3
6200,1002,2024-03-09,114.92,56,3.9
6201,1002,2024-03-01,63.94,25,3.9
6202,1002,2024-03-29,194.82,43,3.1
6203,1002,2024-06-15,151.27,40,3.0
6204,1002,2024-01-14,172.23,37,4.8
6205,1002,2024-06-20,114.58,26,3.0
6206,1002,2024-03-05,197.1,33,4.8
6207,1002,2024-04-15,126.55,46,2.7
6208,1002,2024-06-18,51.72,30,4.8
6209,1002,2024-06-18,186.08,60,4.0
6210,1002,2024-02-29,36.41,43,2.6
6211,1002,2024-04-22,86.7,23,4.5
6212,1002,2024-06-12,104.55,27,3.2
6213,1002,2024-02-01,114.18,40,2.6
6214,1002,2024-06-21,170.36,26,4.2
6215,1002,2024-03-26,132.0,59,4.6
6216,1002,2024-01-19,176.43,43,3.7
6217,1002,2024-06-26,42.4,48,3.3
6218,1002,2024-01-23,98.25,36,4.5
6219,1002,2024-04-24,120.34,55,3.9
6220,1002,2024-03-06,188.46,59,3.7
6221,1003,2024-02-10,176.51,21,3.8
6222,1003,2024-06-27,163.8,51,4.7
6223,1003,2024-05-21,192.69,42,5.0
6224,1003,2024-03-20,179.81,30,2.6
6225,1003,2024-03-17,196.49,55,4.2
6226,1003,2024-02-29,188.54,56,4.3
6227,1003,2024-06-16,158.19,41,2.8
6228,1003,2024-06-04,32.16,51,3.6
6229,1003,2024-05-10,103.55,50,3.1
6230,1003,2024-05-13,90.97,60,3.5
6231,1003,2024-04-06,60.44,59,4.1
6232,1003,2024-03-09,44.69,42,2.7
6233,1003,2024-03-13,144.02,25,3.7
6234,1003,2024-06-04,143.32,49,2.8
6235,1003,2024-06-12,149.19,36,2.7
6236,1003,2024-03-23,196.86,37,2.8
6237,1003,2024-05-30,189.34,21,3.8
6238,1003,2024-01-29,145.53,45,3.2
6239,1003,2024-05-02,147.62,50,3.0
6240,1003,2024-06-01,110.91,55,4.5
6241,1003,2024-03-21,47.34,56,3.0
6242,1003,2024-05-23,139.63,28,3.4
6243,1003,2024-06-23,108.2,38,4.2
6244,1003,2024-01-03,196.26,37,4.4
6245,1003,2024-03-25,106.76,60,3.6
6246,1003,2024-06-12,104.99,49,4.1
6247,1003,2024-06-22,41.38,49,4.4
6248,1003,2024-06-13,105.21,56,4.2
6249,1003,2024-01-01,96.48,54,4.5
6250,1003,2024-05-26,151.08,25,4.0
6251,1003,2024-01-05,131.54,32,3.8
6252,1003,2024-05-28,101.75,43,3.3
6253,1003,2024-06-28,179.83,30,4.5
6254,1003,2024-03-26,115.48,55,4.8
6255,1003,2024-05-07,32.53,28,2.8
6256,1003,2024-02-06,181.19,36,4.5
6257,1003,2024-04-15,174.24,39,2.8
6258,1003,2024-04-18,161.43,44,3.5
6259,1003,2024-06-16,142.55,41,3.9
6260,1003,2024-05-09,65.36,21,3.7
6261,1003,2024-01-23,66.63,57,4.6
6262,1003,2024-06-25,80.17,42,3.1
6263,1003,2024-02-03,54.83,52,4.0
6264,1003,2024-03-08,65.85,36,3.7
6265,1003,2024-02-09,130.6,26,2.7
6266,1003,2024-06-19,104.83,35,4.0
6267,1003,2024-01-12,185.11,32,4.7
6268,1003,2024-05-31,51.6,47,3.6
6269,1003,2024-02-09,150.4,28,4.3
6270,1003,2024-03-12,42.33,44,3.4
6271,1003,2024-05-01,63.66,52,4.8
6272,1003,2024-06-23,102.95,20,3.3
6273,1003,2024-01-18,31.4,44,2.9
6274,1003,2024-04-27,146.49,41,3.5
6275,1003,2024-04-19,132.01,29,3.0
6276,1003,2024-05-23,67.26,35,2.7
6277,1003,2024-03-19,175.25,50,4.9
6278,1003,2024-05-07,191.1,32,4.5
6279,1003,2024-05-27,176.97,55,5.0
6280,1003,2024-01-06,163.88,52,3.3
6281,1003,2024-06-14,65.64,37,3.9
6282,1003,2024-01-31,92.66,58,3.4
6283,1003,2024-05-21,182.38,33,4.6
6284,1003,2024-02-12,143.57,30,3.2
6285,1003,2024-04-02,76.57,30,4.0
6286,1003,2024-01-07,61.88,41,3.0
6287,1003,2024-01-28,82.99,34,4.6
6288,1003,2024-06-20,31.49,24,4.8
6289,1003,2024-05-09,130.75,31,3.6
6290,1003,2024-05-12,163.09,34,4.4
6291,1003,2024-01-16,173.25,46,4.9
6292,1003,2024-03-31,39.58,47,4.6
6293,1003,2024-06-16,155.39,35,3.8
6294,1003,2024-06-28,120.12,34,2.9
6295,1003,2024-04-16,121.18,55,3.4
6296,1003,2024-02-21,147.67,42,2.9
6297,1003,2024-05-04,46.67,48,3.6
6298,1003,2024-04-26,78.97,44,2.9
6299,1003,2024-06-26,158.39,22,4.7
6300,1003,2024-03-27,99.78,44,2.7
6301,1003,2024-03-08,76.42,44,4.0
6302,1003,2024-05-19,128.9,42,2.6
6303,1003,2024-03-06,189.22,50,4.1
6304,1003,2024-02-08,99.48,43,3.6
6305,1003,2024-06-06,112.71,27,4.1
6306,1003,2024-06-14,124.57,56,3.5
6307,1003,2024-06-05,177.21,55,4.5
6308,1003,2024-05-24,182.7,29,3.9
6309,1003,2024-01-01,116.05,26,3.7
6310,1003,2024-04-11,141.86,29,4.7
6311,1003,2024-03-30,97.27,40,3.8
6312,1003,2024-04-06,123.55,30,2.9
6313,1003,2024-04-18,68.81,50,4.7
6314,1003,2024-03-11,141.92,25,4.1
6315,1003,2024-04-11,71.19,51,3.6
6316,1003,2024-02-16,184.41,44,2.5
6317,1003,2024-05-13,69.15,50,4.9
6318,1003,2024-05-23,76.9,27,4.4
6319,1003,2024-04-27,32.73,54,3.7
6320,1003,2024-01-18,74.15,20,4.7
6321,1003,2024-04-02,124.86,20,3.2
6322,1003,2024-05-24,84.27,50,4.9
6323,1003,2024-04-04,84.05,31,3.4
6324,1003,2024-04-21,104.15,36,4.2
6325,1004,2024-04-01,107.8,58,4.1
6326,1004,2024-06-07,38.77,49,4.6
6327,1004,2024-05-23,158.16,42,4.1
6328,1004,2024-04-28,75.17,33,4.8
6329,1004,2024-05-21,149.83,53,4.2
6330,1004,2024-03-05,150.24,20,4.0
6331,1004,2024-04-12,162.72,60,3.9
6332,1004,2024-03-08,150.89,34,2.9
6333,1004,2024-02-10,167.92,51,4.6
6334,1004,2024-05-13,73.97,25,3.4
6335,1004,2024-06-15,189.85,46,4.7
6336,1004,2024-01-25,158.26,51,4.6
6337,1004,2024-04-02,126.81,32,4.9
6338,1004,2024-01-22,142.23,46,4.3
6339,1004,2024-02-21,148.16,57,4.7
6340,1004,2024-02-17,194.65,60,4.0
6341,1004,2024-05-06,94.53,23,3.0
6342,1004,2024-02-29,54.88,28,3.6
6343,1004,2024-06-11,93.61,24,3.2
6344,1004,2024-02-07,46.17,36,3.3
6345,1004,2024-04-22,118.63,47,4.9
6346,1004,2024-05-31,154.89,42,3.4
6347,1004,2024-01-11,121.36,31,2.6
6348,1004,2024-04-07,103.7,37,2.8
6349,1004,2024-01-19,105.79,20,4.2
6350,1004,2024-01-25,164.41,53,4.6
6351,1004,2024-03-11,108.49,42,3.6
6352,1004,2024-05-23,97.43,24,3.8
6353,1004,2024-06-16,34.08,26,4.6
6354,1004,2024-04-14,70.56,45,2.6
6355,1004,2024-01-02,127.5,46,2.8
6356,1004,2024-05-20,101.83,47,2.6
6357,1004,2024-03-06,170.09,20,4.3
6358,1004,2024-06-03,143.1,57,4.9
6359,1004,2024-05-07,89.49,48,4.7
6360,1004,2024-01-16,103.69,55,3.4
6361,1004,2024-04-06,116.77,60,4.5
6362,1004,2024-02-14,38.03,33,5.0
6363,1004,2024-04-25,117.4,25,4.5
6364,1004,2024-03-22,120.15,38,2.7
6365,1004,2024-01-05,121.61,55,3.0
6366,1004,2024-04-09,157.94,29,4.3
6367,1004,2024-04-02,105.78,47,4.0
6368,1004,2024-04-23,123.51,30,3.0
6369,1004,2024-03-08,80.98,53,4.2
6370,1004,2024-06-11,194.05,36,3.8
6371,1004,2024-02-24,76.35,40,4.6
6372,1004,2024-04-26,196.33,49,4.0
6373,1004,2024-05-14,169.84,49,3.4
6374,1004,2024-02-22,175.15,36,3.5
6375,1004,2024-03-14,63.27,43,2.9
6376,1004,2024-05-20,139.43,43,4.7
6377,1004,2024-05-10,38.47,28,4.9
6378,1004,2024-05-31,124.24,41,2.7
6379,1004,2024-04-17,191.25,30,3.8
6380,1004,2024-04-10,107.39,31,4.4
6381,1004,2024-04-23,135.33,44,4.5
6382,1004,2024-03-11,41.98,20,4.6
6383,1004,2024-01-13,42.27,52,3.1
6384,1004,2024-03-08,76.16,59,4.8
6385,1004,2024-01-16,142.32,60,3.1
6386,1004,2024-01-18,191.33,52,3.0
6387,1004,2024-05-04,175.34,54,4.0
6388,1004,2024-01-02,87.57,33,3.7
6389,1004,2024-06-08,192.63,54,3.3
6390,1004,2024-01-17,133.74,45,5.0
6391,1004,2024-02-09,121.8,39,3.3
6392,1004,2024-01-16,95.0,59,3.7
6393,1004,2024-04-29,104.12,58,3.7
6394,1004,2024-05-30,176.95,56,4.7
6395,1004,2024-02-24,55.08,34,4.8
6396,1004,2024-05-14,80.78,27,3.9
6397,1004,2024-01-04,33.23,26,4.4
6398,1004,2024-06-27,139.62,44,4.0
6399,1004,2024-02-23,145.05,37,2.7
6400,1004,2024-05-09,127.13,31,4.8
6401,1004,2024-06-02,124.79,56,4.0
6402,1004,2024-04-19,159.31,57,3.3
6403,1004,2024-02-13,69.8,46,2.9
6404,1004,2024-03-07,191.06,48,4.6
6405,1004,2024-04-25,173.98,24,5.0
6406,1004,2024-04-26,148.19,54,4.0
6407,1004,2024-02-29,114.43,22,3.0
6408,1004,2024-05-15,111.13,45,2.8
6409,1004,2024-02-01,109.23,53,4.8
6410,1004,2024-06-03,189.79,24,4.5
6411,1004,2024-03-09,82.45,48,4.7
6412,1004,2024-06-26,194.84,58,3.3
6413,1004,2024-04-09,132.01,35,4.6
6414,1004,2024-03-25,155.64,31,3.4
6415,1004,2024-03-13,182.4,59,4.6
6416,1004,2024-06-08,53.01,29,4.5
6417,1004,2024-02-02,119.75,34,4.0
6418,1004,2024-01-09,126.5,55,4.5
6419,1004,2024-01-01,56.42,35,4.8
6420,1004,2024-02-06,72.37,39,4.8
6421,1004,2024-03-13,105.23,26,2.9
6422,1004,2024-03-18,128.78,50,3.7
6423,1004,2024-05-07,136.75,31,3.6
6424,1004,2024-04-01,99.84,43,4.6
6425,1005,2024-04-01,147.04,53,3.2
6426,1005,2024-01-03,80.94,38,3.1
6427,1005,2024-03-18,55.51,46,3.2
6428,1005,2024-04-02,57.02,22,3.1
6429,1005,2024-03-14,125.31,42,4.8
6430,1005,2024-03-04,163.19,35,2.8
6431,1005,2024-05-17,93.64,35,4.5
6432,1005,2024-05-17,172.25,60,3.6
6433,1005,2024-02-13,84.46,56,3.3
6434,1005,2024-03-28,120.49,32,3.8
6435,1005,2024-06-09,139.75,41,4.7
6436,1005,2024-01-23,80.29,42,3.6
6437,1005,2024-06-21,158.18,41,3.7
6438,1005,2024-04-10,113.87,21,4.9
6439,1005,2024-03-13,77.87,24,2.8
6440,1005,2024-03-14,62.98,23,3.3
6441,1005,2024-03-10,119.42,20,4.9
6442,1005,2024-05-02,57.9,26,3.7
6443,1005,2024-05-22,118.6,48,3.9
6444,1005,2024-03-17,43.1,42,4.5
6445,1005,2024-01-13,92.24,55,4.3
6446,1005,2024-02-05,124.65,45,4.9
6447,1005,2024-01-14,198.55,50,3.1
6448,1005,2024-03-25,167.3,56,3.8
6449,1005,2024-04-27,160.74,41,3.2
6450,1005,2024-02-10,147.26,35,4.6
6451,1005,2024-02-13,82.6,31,4.9
6452,1005,2024-06-12,137.44,21,4.2
6453,1005,2024-01-24,109.48,51,4.6
6454,1005,2024-06-19,89.4,28,3.4
6455,1005,2024-05-24,67.87,39,2.9
6456,1005,2024-05-26,95.63,34,4.9
6457,1005,2024-03-16,47.48,25,4.2
6458,1005,2024-02-16,191.55,35,3.9
6459,1005,2024-01-30,48.52,50,3.0
6460,1005,2024-03-07,184.87,58,3.7
6461,1005,2024-02-15,174.36,30,2.6
6462,1005,2024-01-25,86.45,39,2.8
6463,1005,2024-05-16,133.94,34,5.0
6464,1005,2024-03-09,197.51,48,3.3
6465,1005,2024-03-10,170.37,49,3.2
6466,1005,2024-02-02,139.01,54,5.0
6467,1005,2024-01-05,94.55,28,4.4
6468,1005,2024-01-06,132.1,29,2.9
6469,1005,2024-03-27,47.13,55,4.1
6470,1005,2024-06-14,180.17,29,4.7
6471,1005,2024-02-25,39.13,42,4.2
6472,1005,2024-01-28,148.23,30,3.2
6473,1005,2024-05-26,104.08,50,2.7
6474,1005,2024-05-28,168.43,59,3.5
6475,1005,2024-01-24,58.51,57,4.9
6476,1005,2024-04-09,164.27,54,4.2
6477,1005,2024-01-19,131.3,24,2.8
6478,1005,2024-02-05,128.63,57,3.6
6479,1005,2024-03-09,178.32,47,4.0
6480,1005,2024-01-30,179.64,25,3.6
6481,1005,2024-02-04,65.33,36,4.1
6482,1005,2024-04-10,32.75,53,2.5
6483,1005,2024-01-08,50.8,26,3.7
6484,1005,2024-05-13,195.81,25,3.8
6485,1005,2024-02-29,100.72,33,4.5
6486,1005,2024-02-27,150.84,48,4.0
6487,1005,2024-01-28,160.88,56,2.6
6488,1005,2024-06-29,54.69,53,4.2
6489,1005,2024-06-10,49.23,25,3.8
6490,1005,2024-04-09,35.66,50,2.8
6491,1005,2024-05-16,178.49,59,4.3
6492,1005,2024-01-18,92.01,34,3.0
6493,1005,2024-06-28,47.33,50,4.2
6494,1005,2024-06-21,91.65,42,3.8
6495,1005,2024-01-20,182.62,21,3.6
6496,1005,2024-01-22,57.35,52,4.0
6497,1005,2024-01-29,100.17,57,3.2
6498,1005,2024-03-05,127.03,44,3.1
6499,1005,2024-04-15,86.57,21,3.9
6500,1005,2024-05-08,169.95,59,2.5
6501,1005,2024-01-26,195.79,55,3.6
6502,1005,2024-06-03,40.53,27,3.5
6503,1005,2024-04-08,103.7,23,4.6
6504,1005,2024-04-03,98.76,29,3.1
6505,1006,2024-03-27,63.43,25,4.2
6506,1006,2024-06-06,36.16,29,3.9
6507,1006,2024-05-09,91.65,40,3.9
6508,1006,2024-01-25,181.83,50,4.9
6509,1006,2024-06-06,112.38,30,3.7
6510,1006,2024-03-05,166.44,53,4.6
6511,1006,2024-03-13,69.08,29,3.0
6512,1006,2024-03-14,89.34,57,3.9
6513,1006,2024-02-09,112.48,45,4.2
6514,1006,2024-04-18,59.17,26,3.5
6515,1006,2024-06-27,110.87,40,5.0
6516,1006,2024-03-25,158.91,46,2.5
6517,1006,2024-05-09,110.47,59,2.8
6518,1006,2024-04-09,66.27,58,2.5
6519,1006,2024-06-03,96.4,22,4.8
6520,1006,2024-02-02,46.09,37,5.0
6521,1006,2024-04-04,141.06,54,4.4
6522,1006,2024-06-16,36.32,37,4.6
6523,1006,2024-03-26,131.5,57,3.6
6524,1006,2024-01-24,192.04,53,3.7
6525,1006,2024-01-30,136.42,50,4.0
6526,1006,2024-05-15,116.95,31,3.0
6527,1006,2024-03-29,49.2,47,4.9
6528,1006,2024-01-06,164.24,43,3.8
6529,1006,2024-01-16,86.59,21,3.3
6530,1006,2024-03-31,115.75,39,4.2
6531,1006,2024-05-28,140.16,26,2.9
6532,1006,2024-04-04,49.51,50,3.4
6533,1006,2024-05-11,37.05,57,2.8
6534,1006,2024-04-02,121.74,52,3.2
6535,1006,2024-01-16,161.39,53,4.0
6536,1006,2024-01-25,157.15,36,2.7
6537,1006,2024-01-28,194.08,22,4.0
6538,1006,2024-06-04,143.57,30,4.0
6539,1006,2024-06-22,96.86,30,3.3
6540,1006,2024-03-17,182.11,22,4.3
6541,1006,2024-01-05,157.46,57,3.0
6542,1006,2024-03-04,175.02,33,4.9
6543,1006,2024-02-14,95.13,55,4.6
6544,1006,2024-01-03,116.39,54,3.6
6545,1006,2024-02-16,160.86,54,3.9
6546,1006,2024-04-13,161.44,41,3.5
6547,1006,2024-04-04,80.41,53,3.6
6548,1006,2024-02-05,40.13,44,3.0
6549,1006,2024-04-07,157.93,41,3.8
6550,1006,2024-01-04,32.04,36,3.9
6551,1006,2024-06-02,170.79,46,3.9
6552,1006,2024-04-01,123.76,39,2.7
6553,1006,2024-04-16,89.01,27,2.7
6554,1006,2024-06-18,63.35,59,3.0
6555,1006,2024-05-24,108.86,34,2.6
6556,1006,2024-06-17,150.95,52,3.5
6557,1006,2024-06-07,71.06,50,3.7
6558,1006,2024-06-26,38.69,31,3.4
6559,1006,2024-06-16,50.69,57,3.4
6560,1006,2024-05-29,39.0,21,3.5
6561,1006,2024-06-04,184.0,46,4.0
6562,1006,2024-06-27,92.68,51,3.3
6563,1006,2024-06-13,189.02,39,3.3
6564,1006,2024-01-28,119.99,33,3.5
6565,1006,2024-01-28,172.0,52,3.4
6566,1006,2024-03-13,184.69,38,3.3
6567,1006,2024-02-15,32.27,26,3.1
6568,1006,2024-05-22,55.85,31,3.2
6569,1006,2024-02-25,63.58,35,3.0
6570,1006,2024-01-15,61.18,60,3.7
6571,1006,2024-02-24,84.99,58,3.1
6572,1006,2024-01-28,105.2,48,4.6
6573,1006,2024-04-28,122.51,43,3.8
6574,1006,2024-03-28,123.57,31,4.6
6575,1006,2024-05-22,85.71,37,3.0
6576,1006,2024-01-25,163.57,46,3.2
6577,1006,2024-05-17,130.73,24,2.6
6578,1006,2024-02-18,152.63,21,4.6
6579,1006,2024-05-05,78.28,32,4.8
6580,1006,2024-05-27,122.18,56,4.7
6581,1006,2024-01-10,135.03,49,3.4
6582,1006,2024-03-17,161.79,34,2.7
6583,1006,2024-05-25,191.43,56,4.1
6584,1006,2024-06-15,115.08,50,2.5
6585,1006,2024-04-13,51.69,54,2.7
6586,1006,2024-06-03,72.49,33,4.4
6587,1006,2024-04-06,115.77,34,2.6
6588,1006,2024-06-20,196.15,46,4.4
6589,1006,2024-04-15,77.55,44,4.7
6590,1006,2024-05-10,164.73,35,3.4
6591,1006,2024-05-05,144.59,35,4.5
6592,1006,2024-01-30,126.55,48,4.5
6593,1006,2024-02-13,152.29,27,3.8
6594,1006,2024-01-23,148.41,22,3.8
6595,1006,2024-04-29,81.06,35,3.4
6596,1006,2024-05-13,197.12,48,3.9
6597,1006,2024-04-19,66.42,41,4.9
6598,1006,2024-03-14,159.38,49,4.3
6599,1006,2024-06-22,98.37,57,3.4
6600,1006,2024-01-12,66.91,42,4.8
6601,1006,2024-05-23,135.54,22,4.1
6602,1006,2024-02-25,63.15,40,3.3
6603,1006,2024-03-29,133.56,50,4.2
6604,1006,2024-05-19,175.56,54,3.7
6605,1006,2024-04-10,132.15,22,3.3
6606,1007,2024-01-11,57.25,37,4.5
